region,origin_id,origin_name,dest_id,dest_name,straight_m,option,distance_m,duration_s,crosswalk,big_crossings,stairs,underpass,underpass_m,origin_passage_m,overpass,elevator,slope,big_road_ratio
yeongdeungpo,1896,캣앤캣 고양이 병원,1381,24시 신도림S동물의료센터,1617,recommended,2178,1879,11,5,0,0,0,0,0,0,0,0.63
yeongdeungpo,1896,캣앤캣 고양이 병원,1381,24시 신도림S동물의료센터,1617,main_road,2178,1879,11,5,0,0,0,0,0,0,0,0.63
yeongdeungpo,1896,캣앤캣 고양이 병원,1381,24시 신도림S동물의료센터,1617,no_stairs,2178,1879,11,5,0,0,0,0,0,0,0,0.63
yeongdeungpo,282,동물의료센터24인치,1928,라이프 동물병원,300,recommended,513,431,2,1,0,0,0,0,0,0,0,0.37
yeongdeungpo,282,동물의료센터24인치,1928,라이프 동물병원,300,main_road,513,431,2,1,0,0,0,0,0,0,0,0.37
yeongdeungpo,282,동물의료센터24인치,1928,라이프 동물병원,300,no_stairs,513,431,2,1,0,0,0,0,0,0,0,0.37
yeongdeungpo,282,동물의료센터24인치,3872,한가람동물의료센터,1076,recommended,1426,1107,3,2,0,0,0,0,0,0,0,0.45
yeongdeungpo,282,동물의료센터24인치,3872,한가람동물의료센터,1076,main_road,1412,1124,4,3,0,0,0,0,0,0,0,0.43
yeongdeungpo,282,동물의료센터24인치,3872,한가람동물의료센터,1076,no_stairs,1426,1107,3,2,0,0,0,0,0,0,0,0.45
yeongdeungpo,282,동물의료센터24인치,4356,왈츠동물병원,1616,recommended,1759,1459,7,3,0,0,0,0,0,0,0,0.72
yeongdeungpo,282,동물의료센터24인치,4356,왈츠동물병원,1616,main_road,1759,1459,7,3,0,0,0,0,0,0,0,0.72
yeongdeungpo,282,동물의료센터24인치,4356,왈츠동물병원,1616,no_stairs,1759,1459,7,3,0,0,0,0,0,0,0,0.72
busan_dongnae,8013,동양축산병원,3622,훈 동물병원,422,recommended,454,383,2,0,0,0,0,0,0,0,0,0.9
busan_dongnae,8013,동양축산병원,3622,훈 동물병원,422,main_road,454,383,2,0,0,0,0,0,0,0,0,0.9
busan_dongnae,8013,동양축산병원,3622,훈 동물병원,422,no_stairs,454,383,2,0,0,0,0,0,0,0,0,0.9
busan_dongnae,8013,동양축산병원,8769,재생동물병원,962,recommended,1117,895,3,2,0,0,0,0,0,0,0,0.3
busan_dongnae,8013,동양축산병원,8769,재생동물병원,962,main_road,1117,895,3,2,0,0,0,0,0,0,0,0.3
busan_dongnae,8013,동양축산병원,8769,재생동물병원,962,no_stairs,1117,895,3,2,0,0,0,0,0,0,0,0.3
busan_dongnae,8013,동양축산병원,4233,레알피부전문동물병원,1661,recommended,2317,1828,5,3,0,0,0,0,0,0,0,0.5
busan_dongnae,8013,동양축산병원,4233,레알피부전문동물병원,1661,main_road,2317,1828,5,3,0,0,0,0,0,0,0,0.5
busan_dongnae,8013,동양축산병원,4233,레알피부전문동물병원,1661,no_stairs,2317,1828,5,3,0,0,0,0,0,0,0,0.5
busan_dongnae,3666,학산동물병원,3015,유성준동물병원,376,recommended,625,549,3,0,0,0,0,0,0,0,0,0.01
busan_dongnae,3666,학산동물병원,3015,유성준동물병원,376,main_road,815,679,3,0,0,0,0,0,0,0,0,0.01
busan_dongnae,3666,학산동물병원,3015,유성준동물병원,376,no_stairs,625,549,3,0,0,0,0,0,0,0,0,0.01
busan_dongnae,3666,학산동물병원,2343,온천천동물병원,1057,recommended,1292,1123,6,4,0,0,0,0,0,0,0,0.28
busan_dongnae,3666,학산동물병원,2343,온천천동물병원,1057,main_road,1499,1314,8,5,0,0,0,0,0,0,0,0.23
busan_dongnae,3666,학산동물병원,2343,온천천동물병원,1057,no_stairs,1292,1123,6,4,0,0,0,0,0,0,0,0.28
busan_dongnae,3666,학산동물병원,994,온정동물병원,1629,recommended,1920,1685,10,7,0,0,0,0,0,0,0,0.45
busan_dongnae,3666,학산동물병원,994,온정동물병원,1629,main_road,1920,1685,10,7,0,0,0,0,0,0,0,0.45
busan_dongnae,3666,학산동물병원,994,온정동물병원,1629,no_stairs,1920,1685,10,7,0,0,0,0,0,0,0,0.45
busan_dongnae,2223,노블동물병원,2777,온천동물병원,450,recommended,500,387,1,1,0,0,0,0,0,0,0,0.93
busan_dongnae,2223,노블동물병원,2777,온천동물병원,450,main_road,500,387,1,1,0,0,0,0,0,0,0,0.93
busan_dongnae,2223,노블동물병원,2777,온천동물병원,450,no_stairs,500,387,1,1,0,0,0,0,0,0,0,0.93
busan_dongnae,2223,노블동물병원,1122,부산 리브동물의료센터,1182,recommended,1546,1354,8,8,0,0,0,0,0,0,0,0.62
busan_dongnae,2223,노블동물병원,1122,부산 리브동물의료센터,1182,main_road,1546,1354,8,8,0,0,0,0,0,0,0,0.62
busan_dongnae,2223,노블동물병원,1122,부산 리브동물의료센터,1182,no_stairs,1546,1354,8,8,0,0,0,0,0,0,0,0.62
busan_dongnae,2223,노블동물병원,2343,온천천동물병원,1605,recommended,2311,1936,9,7,0,0,0,0,0,0,0,0.89
busan_dongnae,2223,노블동물병원,2343,온천천동물병원,1605,main_road,2311,1936,9,7,0,0,0,0,0,0,0,0.89
busan_dongnae,2223,노블동물병원,2343,온천천동물병원,1605,no_stairs,2311,1936,9,7,0,0,0,0,0,0,0,0.89
busan_dongnae,1782,귀나은 귀전문 동물의료센터,2777,온천동물병원,723,recommended,779,645,3,3,0,0,0,0,0,0,0,0.88
busan_dongnae,1782,귀나은 귀전문 동물의료센터,2777,온천동물병원,723,main_road,779,645,3,3,0,0,0,0,0,0,0,0.88
busan_dongnae,1782,귀나은 귀전문 동물의료센터,2777,온천동물병원,723,no_stairs,779,645,3,3,0,0,0,0,0,0,0,0.88
busan_dongnae,1782,귀나은 귀전문 동물의료센터,4697,부산동물메디컬센터,1277,recommended,1734,1426,7,6,0,0,0,0,0,0,0,0.82
busan_dongnae,1782,귀나은 귀전문 동물의료센터,4697,부산동물메디컬센터,1277,main_road,1734,1426,7,6,0,0,0,0,0,0,0,0.82
busan_dongnae,1782,귀나은 귀전문 동물의료센터,4697,부산동물메디컬센터,1277,no_stairs,1734,1426,7,6,0,0,0,0,0,0,0,0.82
busan_dongnae,1782,귀나은 귀전문 동물의료센터,8907,거제동물병원,1670,recommended,1937,1800,15,14,0,0,0,0,0,0,0,0.76
busan_dongnae,1782,귀나은 귀전문 동물의료센터,8907,거제동물병원,1670,main_road,1937,1800,15,14,0,0,0,0,0,0,0,0.76
busan_dongnae,1782,귀나은 귀전문 동물의료센터,8907,거제동물병원,1670,no_stairs,1937,1800,15,14,0,0,0,0,0,0,0,0.76
busan_dongnae,2777,온천동물병원,2223,노블동물병원,450,recommended,500,387,1,1,0,0,0,0,0,0,0,0.93
busan_dongnae,2777,온천동물병원,2223,노블동물병원,450,main_road,500,387,1,1,0,0,0,0,0,0,0,0.93
busan_dongnae,2777,온천동물병원,2223,노블동물병원,450,no_stairs,500,387,1,1,0,0,0,0,0,0,0,0.93
busan_dongnae,2777,온천동물병원,5368,자연동물병원,940,recommended,1036,811,2,1,0,0,0,0,0,0,0,0.71
busan_dongnae,2777,온천동물병원,5368,자연동물병원,940,main_road,1036,811,2,1,0,0,0,0,0,0,0,0.71
busan_dongnae,2777,온천동물병원,5368,자연동물병원,940,no_stairs,1036,811,2,1,0,0,0,0,0,0,0,0.71
busan_dongnae,2777,온천동물병원,8026,한사랑동물병원,1619,recommended,1987,1704,8,7,0,0,0,0,0,0,0,0.5
busan_dongnae,2777,온천동물병원,8026,한사랑동물병원,1619,main_road,2127,1839,10,9,0,0,0,0,0,0,0,0.73
busan_dongnae,2777,온천동물병원,8026,한사랑동물병원,1619,no_stairs,1987,1704,8,7,0,0,0,0,0,0,0,0.5
busan_dongnae,1264,사직동물의료센터,2223,노블동물병원,479,recommended,538,415,1,1,0,0,0,0,0,0,0,0.9
busan_dongnae,1264,사직동물의료센터,2223,노블동물병원,479,main_road,538,415,1,1,0,0,0,0,0,0,0,0.9
busan_dongnae,1264,사직동물의료센터,2223,노블동물병원,479,no_stairs,538,415,1,1,0,0,0,0,0,0,0,0.9
busan_dongnae,1264,사직동물의료센터,5368,자연동물병원,963,recommended,1073,839,2,1,0,0,0,0,0,0,0,0.7
busan_dongnae,1264,사직동물의료센터,5368,자연동물병원,963,main_road,1073,839,2,1,0,0,0,0,0,0,0,0.7
busan_dongnae,1264,사직동물의료센터,5368,자연동물병원,963,no_stairs,1073,839,2,1,0,0,0,0,0,0,0,0.7
busan_dongnae,1264,사직동물의료센터,8026,한사랑동물병원,1612,recommended,1986,1705,8,7,0,0,0,0,0,0,0,0.49
busan_dongnae,1264,사직동물의료센터,8026,한사랑동물병원,1612,main_road,2126,1839,10,9,0,0,0,0,0,0,0,0.72
busan_dongnae,1264,사직동물의료센터,8026,한사랑동물병원,1612,no_stairs,1986,1705,8,7,0,0,0,0,0,0,0,0.49
busan_dongnae,8509,청조동물병원,5087,피정현 동물병원,568,recommended,712,640,4,3,0,0,0,0,0,0,0,0.63
busan_dongnae,8509,청조동물병원,5087,피정현 동물병원,568,main_road,712,640,4,3,0,0,0,0,0,0,0,0.63
busan_dongnae,8509,청조동물병원,5087,피정현 동물병원,568,no_stairs,712,640,4,3,0,0,0,0,0,0,0,0.63
busan_dongnae,8509,청조동물병원,3991,뉴욕동물병원,1013,recommended,1359,1161,6,6,0,0,0,0,0,0,0,0.52
busan_dongnae,8509,청조동물병원,3991,뉴욕동물병원,1013,main_road,1359,1161,6,6,0,0,0,0,0,0,0,0.52
busan_dongnae,8509,청조동물병원,3991,뉴욕동물병원,1013,no_stairs,1359,1161,6,6,0,0,0,0,0,0,0,0.52
busan_dongnae,8509,청조동물병원,2261,진석범동물병원,1679,recommended,1828,1411,1,0,0,0,0,0,0,0,0,0.15
busan_dongnae,8509,청조동물병원,2261,진석범동물병원,1679,main_road,2120,1632,3,2,0,0,0,0,0,0,0,0.44
busan_dongnae,8509,청조동물병원,2261,진석범동물병원,1679,no_stairs,1828,1411,1,0,0,0,0,0,0,0,0,0.15
busan_dongnae,1408,24시 리본동물의료센터,3635,스카이동물병원,363,recommended,460,423,3,3,0,0,0,0,0,0,0,0.58
busan_dongnae,1408,24시 리본동물의료센터,3635,스카이동물병원,363,main_road,460,423,3,3,0,0,0,0,0,0,0,0.58
busan_dongnae,1408,24시 리본동물의료센터,3635,스카이동물병원,363,no_stairs,460,423,3,3,0,0,0,0,0,0,0,0.58
busan_dongnae,1408,24시 리본동물의료센터,1418,헤아림동물병원,913,recommended,919,790,4,3,0,0,0,0,0,0,0,0.9
busan_dongnae,1408,24시 리본동물의료센터,1418,헤아림동물병원,913,main_road,919,790,4,3,0,0,0,0,0,0,0,0.9
busan_dongnae,1408,24시 리본동물의료센터,1418,헤아림동물병원,913,no_stairs,919,790,4,3,0,0,0,0,0,0,0,0.9
busan_dongnae,1408,24시 리본동물의료센터,4233,레알피부전문동물병원,1634,recommended,1988,1682,8,6,0,0,0,0,0,0,0,0.91
busan_dongnae,1408,24시 리본동물의료센터,4233,레알피부전문동물병원,1634,main_road,1988,1682,8,6,0,0,0,0,0,0,0,0.91
busan_dongnae,1408,24시 리본동물의료센터,4233,레알피부전문동물병원,1634,no_stairs,1988,1682,8,6,0,0,0,0,0,0,0,0.91
